SaleId,Country,SaleDate,ProductId,Category,ProductName,Qty,Price,Amount
bdd640fb-0667-4ad1-9c80-317fa3b1799d,India,2024-08-28,5012.0,Water bottles,Steel,5.0,525.0,2625.0
1a3d1fa7-bc89-40a9-a3b8-c1e9392456de,India,2025-01-31,9935.0,Jeans,Relaxed,9.0,604.0,5436.0
0822e8f3-6c03-4199-972a-846916419f82,India,2024-05-25,2535.0,Smart Phone,Galaxy,2.0,530.0,1060.0
9a1de644-815e-46d1-bb8f-aa1837f8a88b,India,2024-05-24,4257.0,Perfumes,Spicy,9.0,527.0,4743.0
8b8148f6-b38a-488c-a65e-d389b74d0fb1,India,2024-10-23,4611.0,Water bottles,Smart,7.0,1058.0,7406.0
cf36d58b-4737-4190-96da-1dac72ff5d2a,India,2025-04-16,1106.0,Perfumes,Woody,3.0,506.0,1518.0
b2b9437a-28df-4ec4-8e4a-2bbdc241330b,India,2024-10-25,6574.0,Shoes,Boots,4.0,659.0,2636.0
f50bea63-371e-4d7b-a7cd-813047229389,India,2025-03-06,6514.0,Shoes,Sneakers,7.0,594.0,4158.0
18c26797-6142-4a7d-97be-31111a2a73ed,India,2024-09-30,6635.0,Shoes,Sports Shoes,1.0,770.0,770.0
0b1f9163-ce9f-457f-83b7-a3a69a8dca03,India,2025-02-21,8527.0,Perfumes,Aqua,2.0,887.0,1774.0
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,India,2024-10-08,2291.0,Water bottles,Foldable,10.0,870.0,8700.0
a0ee89ae-d453-4d32-8b0d-bb418d5288f1,India,2025-01-09,6925.0,Tshirts,Cotton Tee,4.0,1177.0,4708.0
11ce5dd2-b45e-41f0-b139-d32c93cd59bf,India,2024-05-31,4733.0,Tshirts,Polo Shirt,7.0,603.0,4221.0
146d3f31-fc37-4a4c-8a15-544dc5e7ce8a,India,2025-04-11,4814.0,Water bottles,Glass,6.0,666.0,3996.0
47294739-614f-43d7-99db-3ad0ddd1dfb2,India,2024-11-06,6977.0,Water bottles,Glass,2.0,1199.0,2398.0
