SaleId,Country,SaleDate,ProductId,Category,ProductName,Qty,Price,Amount
51d5d62b-1c45-4d81-aadb-b2fc9331653d,Oman,2025-05-10,9798.0,Jeans,Relaxed,2.0,2.57,5.14
17467451-d772-4ea9-ac14-785594d96516,Oman,2024-07-19,8042.0,Jeans,Bootcut,1.0,5.38,5.38
fe4d58c1-6794-46cd-a17e-e03a8a5db90b,Oman,2025-03-04,5678.0,Water bottles,Foldable,9.0,2.75,24.75
892e2973-cd65-4e9a-9b4d-6f3ebb859153,Oman,2025-04-22,5182.0,Jeans,Relaxed,9.0,3.38,30.42
ca89b460-6d8e-4757-8e56-2fbe7a9dbea0,Oman,2025-04-20,9416.0,Shoes,Sneakers,7.0,3.03,21.21
36c1c052-207c-4173-abda-623faca9b4d8,Oman,2024-11-10,7215.0,Perfumes,Woody,2.0,4.7,9.4
0279d6d8-e869-48cd-8f0c-b156ffc6ce15,Oman,2024-11-24,9610.0,Water bottles,Glass,8.0,2.97,23.76
4241e3eb-74c8-43a4-8fdc-b64544ec89bb,Oman,2024-05-23,4780.0,Shoes,Formal Shoes,7.0,3.24,22.68
8eb7ae33-a848-496e-9224-2ae57035dec5,,2024-06-17,2794.0,Jeans,Bootcut,1.0,4.48,4.48
4aa4b837-7d9e-4bb2-8853-d212926730dc,Oman,2025-01-09,8162.0,Jeans,Straight,9.0,2.77,24.93
675684ce-0ce3-4cce-8b2a-29944cffa037,Oman,2024-12-21,4303.0,Perfumes,Fresh,2.0,3.9,7.8
baf90557-f642-4513-9ba1-43ac649e2575,Oman,2025-01-11,4233.0,Water bottles,Insulated,3.0,2.65,7.95
3aff81d1-faca-4c41-9377-0d9dc9117c27,Oman,2024-08-30,9852.0,Shoes,Boots,1.0,5.0,5.0
453a2e55-6fe2-43b3-8286-48b444de3376,Oman,2024-11-04,3584.0,Smart Phone,Galaxy,1.0,2.47,2.47
f728a97a-92f7-4f86-b958-289b1e054c8a,Oman,2024-12-04,8072.0,Jeans,Regular Fit,5.0,2.58,12.9
db0e09ff-b6e3-45d3-a5e5-91c82fff7405,Oman,2024-05-17,3727.0,Tshirts,Cotton Tee,3.0,2.73,8.19
7dddf3dc-ba13-46b5-be54-b9d833057245,Oman,,3431.0,Perfumes,Floral,2.0,4.5,9.0
e714e1a3-5bf9-4fad-83b9-3598ddc096d2,Oman,2024-09-18,1024.0,Jeans,Regular Fit,7.0,5.02,35.14
37c200e3-c2e8-4700-b548-7cd7e0ef27f8,Oman,2024-05-14,1337.0,Tshirts,Polo Shirt,5.0,2.46,12.3
607cbd33-84dc-4f4d-8c6d-5cde04a7083d,Oman,2024-08-18,5779.0,Water bottles,Glass,8.0,2.37,18.96
673f11eb-fe7a-4953-b6dd-7eecbe6826d2,Oman,2024-11-06,2822.0,Smart Phone,OnePlus,5.0,3.38,16.9
8422edc7-00dc-4d6c-813c-7d7c9cb84018,Oman,2024-12-02,5130.0,Water bottles,Steel,3.0,3.77,11.31
00adad8f-cc5e-479b-a7fc-50e01e7e0e2d,Oman,2024-05-22,9101.0,Smart Phone,Pixel,5.0,3.36,16.8
bdfe7f18-74ed-43ce-af0e-bfd3339839aa,Oman,2025-04-01,6518.0,Tshirts,Cotton Tee,2.0,5.27,10.54
d7b798ec-fd2e-43ed-8b17-74d44cda028a,Oman,2024-06-14,7967.0,Tshirts,V-neck,4.0,4.69,18.76
63754082-420d-4799-bffe-5b8b7ae32c9a,Oman,2024-08-17,1830.0,Shoes,Sandals,5.0,3.03,15.15
d0e12881-98c2-4c34-abde-34e705e71b68,Oman,2025-04-05,9438.0,Perfumes,Citrus,8.0,2.72,21.76
3fc12984-3818-4f7a-af2e-155846ff19b3,Oman,2024-10-29,2945.0,Perfumes,Floral,6.0,3.1,18.6
d5c4b30a-b917-4922-98c6-a4ffe3ebebd7,Oman,2024-08-16,8301.0,Water bottles,Smart,8.0,2.92,23.36
85fcfa18-189b-47a3-adf8-3de2151d892c,Oman,2025-04-21,2514.0,Jeans,Skinny,1.0,4.47,4.47
a550a4d1-8e27-4044-9aa8-33b4a982d88e,Oman,2024-10-04,5245.0,Smart Phone,Realme,6.0,4.16,24.96
c25cdea8-243a-42d4-8051-d2625468edcc,Oman,2024-12-22,6063.0,Smart Phone,iPhone,5.0,2.94,14.7
3069ae7c-04a6-4ca6-b908-017b266bb932,Oman,2025-01-15,5256.0,Perfumes,Citrus,9.0,4.26,38.34
0314f10f-aa2b-4aa7-990d-a48dce0f3a53,Oman,2024-06-09,4918.0,Shoes,Sports Shoes,8.0,3.71,29.68
07ac3372-693e-42d5-a9b2-0a83471994c9,Oman,2024-11-03,5642.0,Tshirts,Full Sleeve,10.0,3.08,30.8
45f97eab-b43c-4be2-a3fc-722194fe41ec,Oman,2025-04-14,7626.0,Jeans,Bootcut,1.0,2.39,2.39
b7533ff5-25f5-4323-b10d-cbb76e93c789,Oman,2024-06-03,9832.0,Tshirts,Tank Top,9.0,3.76,33.84
81ca7732-b04f-483c-9773-3d21e906222b,Oman,2024-07-12,4645.0,Shoes,Loafers,4.0,2.92,11.68
ec2530fa-98b1-451e-b25d-71f1836a2e1d,Oman,2025-03-07,5734.0,Shoes,Loafers,1.0,3.78,3.78
f60249b5-2637-4ce4-8049-f6b8f7d86a56,Oman,2025-04-24,7407.0,Smart Phone,Realme,9.0,4.12,37.08
58be184d-87e7-466e-889f-4c4224076ed2,Oman,2024-11-24,2147.0,Tshirts,Polo Shirt,6.0,2.73,16.38
532394aa-b056-4a5a-8317-abe47f33922b,Oman,2025-04-30,8660.0,Smart Phone,OnePlus,6.0,5.19,31.14
5bc76084-e9a9-4188-8a27-b91a3a36fc4e,Oman,2025-01-16,6104.0,Shoes,Sports Shoes,1.0,3.14,3.14
38e6a21b-ee38-49e9-b377-071a28e6a63b,Oman,2024-09-24,8445.0,Water bottles,Smart,5.0,3.64,18.2
1652142c-4b6e-49d5-8227-e56b04741ebc,Oman,2024-07-14,2551.0,Tshirts,Cotton Tee,10.0,2.8,28.0
f34e9435-8f5d-4e9f-8586-e43cfe13d91c,Oman,2024-07-07,2756.0,Jeans,Straight,2.0,4.94,9.88
6b2e258e-afc6-4d34-9dbe-fabd8c881f36,Oman,2025-05-13,3894.0,Smart Phone,iPhone,7.0,2.33,16.31
53ce202b-f97c-4b6a-a1ad-0addc94b12db,Oman,2024-09-25,4589.0,Jeans,Bootcut,10.0,5.54,55.4
688cce17-6d2d-4c6c-83b6-6a270e2d79ba,Oman,2024-05-23,3348.0,Perfumes,Spicy,2.0,3.17,6.34
16f89d97-0795-4c4a-962f-bcea7551eb4f,Oman,2025-02-18,4285.0,Shoes,Sports Shoes,,4.31,38.79
915b3aca-208d-4d01-a771-c17cfbcdcfde,Oman,2025-02-23,7999.0,Smart Phone,OnePlus,6.0,2.4,14.4
20061fdb-16ee-4513-99d1-24151192a38f,Oman,2024-05-25,9155.0,Tshirts,Cotton Tee,2.0,3.18,6.36
